Zeit;Datum;Coin;Futures;Aktion;Summe;Hebel;Betrag;Gebühr;Gewinn;Wallet-Saldo;Transaktionsbetrag
18:34;24.04.2025;BTC;BTCUSDT_UMCBL;BTC LONG Kaufen;240;3;0.00000000;0.14585173;-0.14585173;182.60;
